Erreur_détectée	Correction_proposée	Contexte	Fichier
hkdm	HDMI	ous trouverons r t d t + k d m. V fA - F = 0,' ou hkdm +   282. Avec l’équation du n°. 251, et la premiè	6203000.xml
nO	no	l’équation du n°. 251, et la première équation du nO 2 4 1, éliminons du , nous trouverons + ∫. h d rn	6203000.xml
rn	RN	no 2 4 1, éliminons du , nous trouverons + ∫. h d rn + ne). 241, e lmInons u, nOJls trouverons’ dm +. 	6203000.xml
lmInons	l Minons	ns du , nous trouverons + ∫. h d RN + ne). 241, e lmInonss u, nOJls trouverons’ dm +. m , f. k. d m = o.   	6203000.xml
nOJls	noëls	 trouverons + ∫. h d RN + ne). 241, e l Minons u, nOJls trouverons’ dm +. m , f. k. d m = o.   283. L’éli	6203000.xml
donneroit	donneront	 +. m , f. k. d m = o.   283. L’élimination de dm donneroit u + + .∫.~= o.   284. Egalons les deux valeurs de	6203000.xml
Egalons	Égalons	élimination de dm donneront u + + .∫.~= o.   284. Egalons les deux valeurs de~ prises des équations des nos	6203000.xml
kdh	dhikr	es équations des nos. 242 et 251, nous trouverons kdhkr + tdt = o. - 285. Avec les équations des nos. 2	6203000.xml
tdt	tut	ions des nos. 242 et 251, nous trouverons dhikr + tdt = o. - 285. Avec les équations des nos. 245 et 25	6203000.xml
donneroit	donneront	5I, éliminons du, nous   286. L’élimination de dm donneroit k - = 0.   287. Avec les équations des nos. 247 e	6203000.xml
tang	gant	   288. Dans l’équation du n°. 117, substituons à tang. z sa valeur prise de l’équation du 11°. 16g, et 	6203000.xml
dz	de	z sa valeur prise de l’équation du 11°. 16g, et à dz sa valeur prise de l’équa..   do 5 + k rZ d x tio	6203000.xml
équa	qua	quation du 11°. 16g, et à de sa valeur prise de l’équa.   do 5 + k rZ d x tion du n°. 2 5 2 , nous trouv	6203000.xml
rZ	r	6g, et à de sa valeur prise de l’qua..   do 5 + k rZd x tion du n°. 2 5 2 , nous trouverons x. cot, n 	6203000.xml
tion	fion	 à de sa valeur prise de l’qua..   do 5 + k r d x tion du n°. 2 5 2 , nous trouverons x. cot, n + —   28	6203000.xml
cot	oct	 + k r d x fion du n°. 2 5 2 , nous trouverons x. cot, n + —   289. Les équations des nos. 121 et 170 d	6203000.xml
donneroient	donneraient	t, n + —   289. Les équations des nos. 121 et 170 donneroient y. cot. n +   2go. Avec les équations des nos. 22	6203000.xml
cot	oct	 Les équations des nos. 121 et 170 donneraient y. cot. n +   2go. Avec les équations des nos. 220 et 25	6203000.xml
limi	mimi	 des nos. 220 et 252, éliminons du, nous .1   L’ 'limi' d d rd u ( ¡. rd u )  291. L’élimination de n do	6203000.xml
rd	r	220 et 252, éliminons du, nous .1   L’ 'mimi' d d rdu ( ¡. rd u )  291. L’élimination de n donneroit s	6203000.xml
rd	r	2, éliminons du, nous .1   L’ 'mimi' d d r u ( ¡. rdu )  291. L’élimination de n donneroit s*n’ ( z + 	6203000.xml
donneroit	donneront	mimi' d d r u ( ¡. r u )  291. L’élimination de n donneroit s*n’ ( z + .∫ -¡c -   292. Avec les équations des	6203000.xml
hkt	hit	es nos. 200 et 254, éliminons du, nous trouverons hkt. dn + tang. n. dt. ( t² + hk) = o.   2g3. Avec le	6203000.xml
dn	en	s. 200 et 254, éliminons du, nous trouverons hit. dn + tang. n. dt. ( t² + hk) = o.   2g3. Avec les éq	6203000.xml
tang	gant	0 et 254, éliminons du, nous trouverons hit. en + tang. n. dt. ( t² + hk) = o.   2g3. Avec les équations	6203000.xml
dt	et	 éliminons du, nous trouverons hit. en + gant. n. dt. ( t² + hk) = o.   2g3. Avec les équations des no	6203000.xml
hk	hi	du, nous trouverons hit. en + gant. n. et. ( t² + hk) = o.   2g3. Avec les équations des nos. 180 et 2	6203000.xml
donneroit	donneront	255, éliminons du, nous   294. L’élimination de n donneroit   295. Avec les équations des nos. 187 et 255, él	6203000.xml
donneroit	donneront	255, éliminons du, nous   296. L’élimination de n donneroit   297. Avec les équations des nos. 216 et 256, él	6203000.xml
donneroit	donneront	, éliminons du, nous   299. L’équation du n°. 229 donneroit   3oo. La troisième équation dun°. 53 donne rdx +	6203000.xml
oo	op	u, nous   299. L’équation du n°. 229 donneront   3oo. La troisième équation dun°. 53 donne rdx +/. dif	6203000.xml
dun	d’un	du n°. 229 donneront   3op. La troisième équation dunn°. 53 donne rdx +/. diff. sin. m=   - r' df. - si	6203000.xml
rdx	RDA	ront   3op. La troisième équation d’un°. 53 donne rdx +/. diff. sin. m=   - r' df. - sin, m. df ; à sin	6203000.xml
diff	riff	op. La troisième équation d’un°. 53 donne RDA +/. diff. sin. m=   - r' df. - sin, m. df ; à sin. m. subs	6203000.xml
df	cf	tion d’un°. 53 donne RDA +/. riff. sin. m=   - r' df. - sin, m. df ; à sin. m. substituons (n°. 258) r	6203000.xml
df	cf	 donne RDA +/. riff. sin. m=   - r' cf. - sin, m. df ; à sin. m. substituons (n°. 258) r— f. rk-1, dx,	6203000.xml
rk	ri	in, m. cf ; à sin. m. substituons (n°. 258) r— f. rk-1, dx, sin. m   301. L’équation du n°. 60 donne s	6203000.xml
dx	ex	 cf ; à sin. m. substituons (n°. 258) r— f. ri-1, dx, sin. m   301. L’équation du n°. 60 donne sin. m.	6203000.xml
dh	eh	 sin. m   301. L’équation du n°. 60 donne sin. m. dh — h. diff. sin. m = rl d h TX. diff. sin. tll ,. 	6203000.xml
diff	riff	  301. L’équation du n°. 60 donne sin. m. eh — h. diff. sin. m = rl d h TX. diff. sin. tll ,. b. ( 0 58)	6203000.xml
rl	r	on du n°. 60 donne sin. m. eh — h. riff. sin. m = rld h TX. diff. sin. tll ,. b. ( 0 58) ¡. k Id d h x	6203000.xml
TX	T	n°. 60 donne sin. m. eh — h. riff. sin. m = r d h TX diff. sin. tll ,. b. ( 0 58) ¡. k Id d h x. diff.	6203000.xml
diff	riff	 60 donne sin. m. eh — h. riff. sin. m = r d h T. diff. sin. tll ,. b. ( 0 58) ¡. k Id d h x. diff. sin.	6203000.xml
tll	tell	in. m. eh — h. riff. sin. m = r d h T. riff. sin. tlll ,. b. ( 0 58) ¡. k Id d h x. diff. sin. ni ; a s	6203000.xml
diff	riff	h T. riff. sin. tell ,. b. ( 0 58) ¡. k Id d h x. diff. sin. ni ; a sin. m substituons (n°.258) — ∫. r -	6203000.xml
dx	ex	 sin. ni ; a sin. m substituons (n°.258) — ∫. r - dx, nous trouverons kdh. ∫. k-1 dx — hdx = J 302. L’	6203000.xml
kdh	dhikr	substituons (n°.258) — ∫. r - ex, nous trouverons kdhkr. ∫. k-1 dx — hdx = J 302. L’équation du n°. 61 	6203000.xml
dx	ex	°.258) — ∫. r - ex, nous trouverons dhikr. ∫. k-1 dx — hdx = J 302. L’équation du n°. 61 donneroit kdh	6203000.xml
hdx	HD	) — ∫. r - ex, nous trouverons dhikr. ∫. k-1 ex — hdx= J 302. L’équation du n°. 61 donneroit kdh. ∫. k-	6203000.xml
donneroit	donneront	ikr. ∫. k-1 ex — HD = J 302. L’équation du n°. 61 donneroit kdh. ∫. k-1 dy - hdy =   3o3. Egalons les deux va	6203000.xml
kdh	dhikr	1 ex — HD = J 302. L’équation du n°. 61 donneront kdhkr. ∫. k-1 dy - hdy =   3o3. Egalons les deux vale	6203000.xml
dy	d’y	302. L’équation du n°. 61 donneront dhikr. ∫. k-1 dyy - hdy =   3o3. Egalons les deux valeurs de sin. 	6203000.xml
hdy	HD	’équation du n°. 61 donneront dhikr. ∫. k-1 d’y - hdy=   3o3. Egalons les deux valeurs de sin. m prises	6203000.xml
Egalons	Égalons	 n°. 61 donneront dhikr. ∫. k-1 d’y - HD =   3o3. Egalons les deux valeurs de sin. m prises de la troisième	6203000.xml
Egalons	Égalons	et de la seconde équation du n°. 258, nous   304. Egalons les deux valeurs de d x nriaca des équations des 	6203000.xml
nriaca	INRIA	 258, nous   304. Égalons les deux valeurs de d x nriacades équations des o ;V3. m 1.-- pos. 139 et 258, n	6203000.xml
pos	pis	eurs de d x INRIA des équations des o ;V3. m 1.-- pos. 139 et 258, nous trouverons x. sec. z. dz = — k.	6203000.xml
dz	de	 1.-- pis. 139 et 258, nous trouverons x. sec. z. dz = — k. sin. n. dm ; substituons (n°. 3) dn + dz à	6203000.xml
dn	en	ec. z. de = — k. sin. n. dm ; substituons (n°. 3) dn + dz à dm, nous aurons x. sec. z. dz + k. sin. n.	6203000.xml
dz	de	. de = — k. sin. n. dm ; substituons (n°. 3) en + dz à dm, nous aurons x. sec. z. dz + k. sin. n. dn +	6203000.xml
dz	de	uons (n°. 3) en + de à dm, nous aurons x. sec. z. dz + k. sin. n. dn + k. sin. n. dz = o.   3o5. Avec 	6203000.xml
dn	en	+ de à dm, nous aurons x. sec. z. de + k. sin. n. dn + k. sin. n. dz = o.   3o5. Avec les équations de	6203000.xml
dz	de	aurons x. sec. z. de + k. sin. n. en + k. sin. n. dz = o.   3o5. Avec les équations des nos. 166 et 25	6203000.xml
dx	ex	Avec les équations des nos. 166 et 258, éliminons dx, nous trouverons k. cos. m. dm + r² = o.   Ou bie	6203000.xml
diff	riff	k. cos. m. dm + r² = o.   Ou bien dans l’équation diff. cot. m = — ~—substituons à dm sa valeur prise de	6203000.xml
cot	oct	. m. dm + r² = o.   Ou bien dans l’équation riff. cot. m = — ~—substituons à dm sa valeur prise de l’éq	6203000.xml
Egalons	Égalons	de l’équation du n°. 172 , nous trouverons   3o6. Egalons les deux valeurs de sin. m données par la premièr	6203000.xml
ee	se	 deux valeurs de du données par les équations des ee- 173 et 251, et je trouve frdx + kydm = o ; je su	6203000.xml
frdx	Fred	ar les équations des se- 173 et 251, et je trouve frdx + kydm = o ; je substitue - cette  6  cette valeu	6203000.xml
kydm	kyudo	équations des se- 173 et 251, et je trouve Fred + kydmo = o ; je substitue - cette  6  cette valeur de d	6203000.xml
Egalons	Égalons	dans la seconde équation du n°. 5, et j’ai   307. Egalons les deux valeurs de cos. m données par la premièr	6203000.xml
Egalons	Égalons	t par la seconde équation du n°. 259, nous   308. Egalons les deux valeurs de -. d.Y Prises des équations d	6203000.xml
cosec	codec	équations des nos. 142 et 25g, nous trouverons y. cosec, z. dz + k. sin, n. dn + k. sin. n. dz = o.   ,' 	6203000.xml
dz	de	"des nos. 142 et 25g, nous trouverons y. codec, z. dz + k. sin, n. dn + k. sin. n. dz = o.   ,' \, "">-"""	6203000.xml
dn	en	"25g, nous trouverons y. codec, z. de + k. sin, n. dn + k. sin. n. dz = o.   ,' \, "">-"""", 309, Avec les"	6203000.xml
dz	de	"rons y. codec, z. de + k. sin, n. en + k. sin. n. dz = o.   ,' \, "">-"""", 309, Avec les équations des n"	6203000.xml
dy	d’y	Avec les équations des nos. 166 et 25g, éliminons dyy, nous trouverons k. sin. 7n. dm + r\ V du2 — dx²	6203000.xml
dx	ex	 d’y, nous trouverons k. sin. 7n. dm + r\ V du2 — dx² = o.   Ou bien dans l’équation diff. tang, m =~ 	6203000.xml
diff	riff	m + r\ V du2 — ex² = o.   Ou bien dans l’équation diff. tang, m =~ - substituons à d m sa valeur prise d	6203000.xml
tang	gant	 V du2 — ex² = o.   Ou bien dans l’équation riff. tang, m =~ - substituons à d m sa valeur prise de l’éq	6203000.xml
diff	riff	r prise de l’équation du n°. 171, nous trouverons diff. tang. m = —   ,   310. Avec les équations des no	6203000.xml
tang	gant	e de l’équation du n°. 171, nous trouverons riff. tang. m = —   ,   310. Avec les équations des nos. 172	6203000.xml
hr	h	des nos. 182 et 258, éliminons x, nous trouverons hr sin. m. du-kr. cos. m. dh+du.∫. k. cos. m. dm=o. 	6203000.xml
kr	or	t 258, éliminons x, nous trouverons h. sin. m. du-kr. cos. m. dh+du.∫. k. cos. m. dm=o.   Ou bien avec	6203000.xml
dh	eh	nons x, nous trouverons h. sin. m. du-or. cos. m. dh+du.∫. k. cos. m. dm=o.   Ou bien avec les équatio	6203000.xml
kr	or	nos. 188 et 259, éliminons y, nous trouverons - - kr. sin. m. dh + hr. cos. m. du — du, ∫. k. sin. m. 	6203000.xml
dh	eh	259, éliminons y, nous trouverons - - or. sin. m. dh + hr. cos. m. du — du, ∫. k. sin. m. dm = o.   31	6203000.xml
hr	h	éliminons y, nous trouverons - - or. sin. m. eh + hr cos. m. du — du, ∫. k. sin. m. dm = o.   312. Ave	6203000.xml
kdn	FDN	s des nos. 3 et 260, éliminons m, nous trouverons kdn + kdz + sec. n. dt = o.   313. Avec les secondes 	6203000.xml
kdz	Lódz	nos. 3 et 260, éliminons m, nous trouverons FDN + kdzz + sec. n. dt = o.   313. Avec les secondes équat	6203000.xml
dt	et	éliminons m, nous trouverons FDN + Lódz + sec. n. dt = o.   313. Avec les secondes équations des nos. 	6203000.xml
tang	gant	secondes équations des nos. 210 et 263, éliminons tang. m, nous trouverons - + - o.   314. Avec l’équati	6203000.xml
tang	gant	"n du n°. 263, éliminons m, nous trouverons f- k = tang. ∫.~ 315. L’élimination de du donneroit J"" fC COt"	6203000.xml
donneroit	donneront	"uverons f- k = gant. ∫.~ 315. L’élimination de du donneroit J"" fC COt* 771 Cette équation donne dm = d-f , do"	6203000.xml
COt	COI	"ant. ∫.~ 315. L’élimination de du donneront J"" fC COt* 771 Cette équation donne dm = d-f , donc m = ∫ c"	6203000.xml
cot	oct	I* 771 Cette équation donne dm = d-f , donc m = ∫ cot’: !.::.k df , donc on a aussi   316. L’équation d	6203000.xml
df	cf	équation donne dm = d-f , donc m = ∫ oct’: !.::.k df , donc on a aussi   316. L’équation du n°. 272 do	6203000.xml
ïm	m	 n + cos. m. cos. n + - le' d =0 ; substituons « <ïm 5« valeur prise de la 1 première équation du n°. 	6203000.xml
ees	ses	à sin. m et à cos. m substituons leurs valeurs 1 _ees de la seconde équation du n°. 258, nous trouveron	6203000.xml
rJ	r	°. 273 donne sin. m. cos. n-sin. n. cos. m + ,.   rJ:y rJ .y. d n b , d 1 d 1 - = 0 ; sub stituons à d	6203000.xml
rJ	r	3 donne sin. m. cos. n-sin. n. cos. m + ,.   r :y rJ.y. d n b , d 1 d 1 - = 0 ; sub stituons à dm sa v	6203000.xml
sub	bus	 cos. m + ,.   r :y r .y. d n b , d 1 d 1 - = 0 ; sub stituons à dm sa val eur prise de la première équ	6203000.xml
stituons	situons	. m + ,.   r :y r .y. d n b , d 1 d 1 - = 0 ; bus stituonsà dm sa val eur prise de la première équation du n	6203000.xml
eur	rue	. d n b , d 1 d 1 - = 0 ; bus situons à dm sa val eur prise de la première équation du n°. 259, nous au	6203000.xml
ig	if	iminons m, nous trouverons k. sin². n + = , 1.   3ig. Avec les équations des nos. 2 et 284, éliminons 	6203000.xml
kdh	dhikr	s des nos. 2 et 284, éliminons t, nous trouverons kdhkr + xdx + ydy = o. 320. Avec les équations des no	6203000.xml
xdx	Pas de correction trouvée	s. 2 et 284, éliminons t, nous trouverons dhikr + xdx + ydy = o. 320. Avec les équations des nos. 4 et 	6203000.xml
ydy	Eddy	t 284, éliminons t, nous trouverons dhikr + xdx + ydyy = o. 320. Avec les équations des nos. 4 et 284, 	6203000.xml
rdt	rit	4 et 284, éliminons h, nous trouverons t. sin. n+ rdt k = o, ou rtdt + kr. sin. n. dt + kt. cos. n. dn 	6203000.xml
rtdt	RTT	inons h, nous trouverons t. sin. n+ rit k = o, ou rtdt+ kr. sin. n. dt + kt. cos. n. dn = 0. *   321. L’	6203000.xml
kr	or	h, nous trouverons t. sin. n+ rit k = o, ou RTT + kr. sin. n. dt + kt. cos. n. dn = 0. *   321. L’élim	6203000.xml
dt	et	verons t. sin. n+ rit k = o, ou RTT + or. sin. n. dt + kt. cos. n. dn = 0. *   321. L’élimination de t	6203000.xml
dn	en	 rit k = o, ou RTT + or. sin. n. et + kt. cos. n. dn = 0. *   321. L’élimination de t donneroit~ + f- 	6203000.xml
donneroit	donneront	+ kt. cos. n. en = 0. *   321. L’élimination de t donneroit~ + f- 2 kdh '= o, du r²hdh — h\ cot. n. dn + k. s	6203000.xml
kdh	dhikr	 0. *   321. L’élimination de t donneront~ + f- 2 kdhkr '= o, du r²hdh — h\ cot. n. dn + k. sin*. n. dh	6203000.xml
hdh	HD	imination de t donneront~ + f- 2 dhikr '= o, du r²hdh— h\ cot. n. dn + k. sin*. n. dh = 0.   322. Avec 	6203000.xml
cot	oct	n de t donneront~ + f- 2 dhikr '= o, du r²HD — h\ cot. n. dn + k. sin*. n. dh = 0.   322. Avec les équa	6203000.xml
dn	en	onneront~ + f- 2 dhikr '= o, du r²HD — h\ oct. n. dn + k. sin*. n. dh = 0.   322. Avec les équations d	6203000.xml
dh	eh	dhikr '= o, du r²HD — h\ oct. n. en + k. sin*. n. dh = 0.   322. Avec les équations des nos. 6 et 284,	6203000.xml
kdh	dhikr	 éliminons t, nous trouverons x\ sec², z + ∫. 2 i*kdhkr = o.   323. L’équation du n°. 7 donneroit y². c	6203000.xml
donneroit	donneront	 z + ∫. 2 i*dhikr = o.   323. L’équation du n°. 7 donneroit y². cosec². z +∫. 2. r²kdh = o.   324. Avec les é	6203000.xml
cosec	codec	ikr = o.   323. L’équation du n°. 7 donneront y². cosec². z +∫. 2. r²kdh = o.   324. Avec les équations d	6203000.xml
kdh	dhikr	quation du n°. 7 donneront y². codec². z +∫. 2. r²kdhkr = o.   324. Avec les équations des nos. 59 et 2	6203000.xml
dt	et	Avec les équations des nos. 115 et 284, éliminons dt, nous trouverons hkrdh + t² dz. Vt- — h² = 0.   3	6203000.xml
hkrdh	dhikr	es nos. 115 et 284, éliminons et, nous trouverons hkrdh + t² dz. Vt- — h² = 0.   326. L’élimination de h 	6203000.xml
dz	de	 et 284, éliminons et, nous trouverons dhikr + t² dz. Vt- — h² = 0.   326. L’élimination de h donneroi	6203000.xml
Vt	T	284, éliminons et, nous trouverons dhikr + t² de. Vt — h² = 0.   326. L’élimination de h donneroit 1 -	6203000.xml
donneroit	donneront	r + t² de. T- — h² = 0.   326. L’élimination de h donneroit 1 -   327. Avec les équations des nos. 163 et 284	6203000.xml
df	cf	s nos. 163 et 284, éliminons t, nous trouverons h2df + dh. (f + h) , (∫- k) + df. ∫. 2 kdh = 0.   328.	6203000.xml
dh	eh	. 163 et 284, éliminons t, nous trouverons h2cf + dh. (f + h) , (∫- k) + df. ∫. 2 kdh = 0.   328. L’él	6203000.xml
df	cf	 t, nous trouverons h2cf + eh. (f + h) , (∫- k) + df. ∫. 2 kdh = 0.   328. L’élimination de h donneroi	6203000.xml
kdh	dhikr	trouverons h2cf + eh. (f + h) , (∫- k) + cf. ∫. 2 kdhkr = 0.   328. L’élimination de h donneroit tdt. (	6203000.xml
donneroit	donneront	) + cf. ∫. 2 dhikr = 0.   328. L’élimination de h donneroit tdt. (∫ - A). (∫ + ∫. -   329. Dans l’équation du	6203000.xml
tdt	tut	 2 dhikr = 0.   328. L’élimination de h donneront tdt. (∫ - A). (∫ + ∫. -   329. Dans l’équation du n°.	6203000.xml
siti	situ	"ans l’équation du n°. l63, substituons (n°. 4) t, siti. n r à h et n’l. n à h², et (n"". 284) - td, kà dh"	6203000.xml
td	TD	") t, situ. n r à h et n’l. n à h², et (n"". 284) - td, kà dh, nous trouverons   330. Avec les équations"	6203000.xml
kà	là	" situ. n r à h et n’l. n à h², et (n"". 284) - TD, kà dh, nous trouverons   330. Avec les équations des"	6203000.xml
dh	eh	"tu. n r à h et n’l. n à h², et (n"". 284) - TD, là dh, nous trouverons   330. Avec les équations des no"	6203000.xml
